aphiaID;acceptedAphiaID;name;acceptedName;Intertidal;Subtidal
374475;836928;Sargassum (Phyllotricha) decipiens;Phyllotricha decipiens;;
660700;660700;Phyllotricha sonderi;Phyllotricha sonderi;;
837700;837700;Phyllotricha varians;Phyllotricha varians;;
495061;837700;Sargassum varians;Phyllotricha varians;;
240509;837700;Sargassum (Phyllotricha) varians;Phyllotricha varians;;
837699;837699;Phyllotricha verruculosa;Phyllotricha verruculosa;;
494928;837699;Sargassum verruculosum;Phyllotricha verruculosa;;
494875;837699;Sargassum trichophyllum;Phyllotricha verruculosa;;
240511;837699;Sargassum (Phyllotricha) verruculosum;Phyllotricha verruculosa;;
374470;374470;Platythalia angustifolia;Platythalia angustifolia;;
500047;374470;Carpoglossum angustifolium;Platythalia angustifolia;;
374471;374471;Platythalia quercifolia;Platythalia quercifolia;;
500050;374471;Carpoglossum quercifolium;Platythalia quercifolia;;
372517;372517;Pleurophycus gardneri;Pleurophycus gardneri;;
374458;624313;Acystis heinii;Polycladia heinii;;
624314;624314;Polycladia indica;Polycladia indica;;
374465;624314;Cystoseira indica;Polycladia indica;;
214353;624315;Cystoseira myrica;Polycladia myrica;;
624315;624315;Polycladia myrica;Polycladia myrica;;
374711;374711;Posidonia angustifolia;Posidonia angustifolia;;1
374712;374712;Posidonia australis;Posidonia australis;;1
374729;374729;Posidonia denhartogii;Posidonia denhartogii;;1
145794;145794;Posidonia oceanica;Posidonia oceanica;;1
374713;374713;Posidonia ostenfeldii;Posidonia ostenfeldii;;1
660627;374713;Posidonia coriacea;Posidonia ostenfeldii;;1
660628;374713;Posidonia robertsoniae;Posidonia ostenfeldii;;1
374714;374714;Posidonia sinuosa;Posidonia sinuosa;;1
372518;372518;Postelsia palmaeformis;Postelsia palmaeformis;1;
371995;371995;Pseudochorda nagaii;Pseudochorda nagaii;;
699529;377148;Lessonia laminariiformis;Pseudolessonia laminarioides;;
377148;377148;Pseudolessonia laminarioides;Pseudolessonia laminarioides;;
240750;240750;Pterygophora californica;Pterygophora californica;;1
377078;377078;Saccharina angustata;Saccharina angustata;;1
371992;377078;Laminaria angustata;Saccharina angustata;;1
496103;377079;Laminaria cichorioides;Saccharina cichorioides;;1
377079;377079;Saccharina cichorioides;Saccharina cichorioides;;1
526724;526662;Laminaria coriacea;Saccharina cichorioides f. coriacea;;1
377080;526662;Saccharina coriacea;Saccharina cichorioides f. coriacea;;1
526662;526662;Saccharina cichorioides f. coriacea;Saccharina cichorioides f. coriacea;;1
373982;707777;Laminaria complanata;Saccharina complanata;;1
707777;707777;Saccharina complanata;Saccharina complanata;;1
708404;376876;Cymathaere crassifolia;Saccharina crassifolia;;1
668806;377243;Laminaria gurjanovae;Saccharina gurjanovae;;1
377083;377083;Saccharina gyrata;Saccharina gyrata;;1
496102;377083;Kjellmaniella gyrata;Saccharina gyrata;;1
377084;377084;Saccharina japonica;Saccharina japonica;;1
499687;377084;Laminaria fragilis;Saccharina japonica;;1
145726;377084;Laminaria japonica;Saccharina japonica;;1
377121;847542;Saccharina longipedalis;Saccharina japonica var. diabolica;;1
496105;847542;Laminaria longipedalis;Saccharina japonica var. diabolica;;1
526725;847542;Laminaria diabolica;Saccharina japonica var. diabolica;;1
847542;847542;Saccharina japonica var. diabolica;Saccharina japonica var. diabolica;;1
232227;847543;Laminaria ochotensis;Saccharina japonica var. ochotensis;;1
847543;847543;Saccharina japonica var. ochotensis;Saccharina japonica var. ochotensis;;1
496106;847544;Laminaria religiosa;Saccharina japonica var. religiosa;;1
377088;847544;Saccharina religiosa;Saccharina japonica var. religiosa;;1
847544;847544;Saccharina japonica var. religiosa;Saccharina japonica var. religiosa;;1
496099;377085;Cymathaere japonica;Saccharina kurilensis;;1
377085;377085;Saccharina kurilensis;Saccharina kurilensis;;1
234483;234483;Saccharina latissima;Saccharina latissima;;1
377082;234483;Saccharina groenlandica;Saccharina latissima;;1
145730;234483;Laminaria saccharina;Saccharina latissima;;1
526937;234483;Saccharina subsimplex;Saccharina latissima;;1
499087;234483;Laminaria groenlandica;Saccharina latissima;;1
146304;234483;Laminaria agardhii;Saccharina latissima;;1
497300;234483;Laminaria faeroensis;Saccharina latissima;;1
499104;234483;Laminaria phyllitis;Saccharina latissima;;1
500974;234483;Laminaria maxima;Saccharina latissima;;1
500772;234483;Laminaria caperata;Saccharina latissima;;1
500977;234483;Fucus phyllitis;Saccharina latissima;;1
499103;234483;Fucus saccharinus;Saccharina latissima;;1
500973;234483;Laminaria hieroglyphica;Saccharina latissima;;1
497302;234483;Laminaria phyllopus;Saccharina latissima;;1
376877;376877;Saccharina longicruris;Saccharina longicruris;;1
157209;376877;Laminaria longicruris;Saccharina longicruris;;1
496104;377086;Laminaria longissima;Saccharina longissima;;1
377086;377086;Saccharina longissima;Saccharina longissima;;1
145727;1313320;Laminaria nigripes;Saccharina nigripes;;1
1313320;1313320;Saccharina nigripes;Saccharina nigripes;;1
496108;844264;Laminaria sachalinensis;Saccharina sachalinensis;;1
844264;844264;Saccharina sachalinensis;Saccharina sachalinensis;;1
496107;377089;Laminaria yendoana;Saccharina yendoana;;1
377089;377089;Saccharina yendoana;Saccharina yendoana;;1
145734;145734;Saccorhiza dermatodea;Saccorhiza dermatodea;;1
497303;145734;Phyllaria dermatodea;Saccorhiza dermatodea;;1
499086;145734;Laminaria dermatodea;Saccorhiza dermatodea;;1
500978;145734;Laminaria lorea;Saccorhiza dermatodea;;1
249683;145734;Phyllaria lorea;Saccorhiza dermatodea;;1
145735;145735;Saccorhiza polyschides;Saccorhiza polyschides;;1
163293;145735;Saccorhiza bulbosa;Saccorhiza polyschides;;1
499111;145735;Haligenia bulbosa;Saccorhiza polyschides;;1
499110;145735;Laminaria bulbosa;Saccorhiza polyschides;;1
499109;145735;Fucus bulbosus;Saccorhiza polyschides;;1
623861;623861;Sargassopsis decurrens;Sargassopsis decurrens;;1
500831;623861;Sargassum scabripes;Sargassopsis decurrens;;1
495396;623861;Sargassum boryi;Sargassopsis decurrens;;1
495040;623861;Sargassum decurrens;Sargassopsis decurrens;;1
495053;623861;Sargassum peronii;Sargassopsis decurrens;;1
500220;623861;Sargassopsis peronii;Sargassopsis decurrens;;1
374476;623861;Sargassum (Phyllotricha) decurrens;Sargassopsis decurrens;;1
495047;837698;Sargassum heteromorphum;Sargassopsis heteromorphum;;1
837698;837698;Sargassopsis heteromorphum;Sargassopsis heteromorphum;;1
373208;373208;Sargassum (Sargassum) stenophyllum;Sargassum (Sargassum) stenophyllum;;1
495245;495245;Sargassum abbottiae;Sargassum abbottiae;;1
375406;375406;Sargassum acinacifolium;Sargassum acinacifolium;;1
240492;240492;Sargassum acinaciforme;Sargassum acinaciforme;;1
145552;145552;Sargassum acinarium;Sargassum acinarium;;1
211967;145552;Sargassum linifolium;Sargassum acinarium;;1
494906;494906;Sargassum agardhianum;Sargassum agardhianum;;1
495118;495118;Sargassum agaviforme;Sargassum agaviforme;;1
375500;375500;Sargassum albemarlense;Sargassum albemarlense;;1
503512;503512;Sargassum albertisii;Sargassum albertisii;;1
494842;494842;Sargassum alternato-pinnatum;Sargassum alternato-pinnatum;;1
375331;375331;Sargassum amabile;Sargassum amabile;;1
374620;374620;Sargassum amaliae;Sargassum amaliae;;1
494843;494843;Sargassum ammophilum;Sargassum ammophilum;;1
494844;494844;Sargassum angustifolium;Sargassum angustifolium;;1
501984;494844;Sargassum flexile;Sargassum angustifolium;;1
372023;494844;Sargassum (Sargassum) angustifolium;Sargassum angustifolium;;1
499480;211988;Sargassum echinocarpum;Sargassum aquifolium;;1
499481;211988;Sargassum fonanonense;Sargassum aquifolium;;1
496115;211988;Sargassum crassifolium;Sargassum aquifolium;;1
211988;211988;Sargassum aquifolium;Sargassum aquifolium;;1
495038;211988;Sargassum biserrula;Sargassum aquifolium;;1
500215;211988;Sargassum coriifolium;Sargassum aquifolium;;1
495011;211988;Sargassum heterocystum;Sargassum aquifolium;;1
495015;211988;Sargassum oocyste;Sargassum aquifolium;;1
499479;211988;Sargassum anapense;Sargassum aquifolium;;1
211994;211988;Sargassum binderi;Sargassum aquifolium;;1
374172;211988;Sargassum odontocarpum;Sargassum aquifolium;;1
236145;211988;Sargassum (Sargassum) biserrula;Sargassum aquifolium;;1
211969;211988;Sargassum (Sargassum) crassifolium;Sargassum aquifolium;;1
236147;211988;Sargassum (Sargassum) echinocarpum;Sargassum aquifolium;;1
374244;374244;Sargassum araii;Sargassum araii;;1
503390;503390;Sargassum armatum;Sargassum armatum;;1
495037;495037;Sargassum asperifolium;Sargassum asperifolium;;1
240493;495037;Sargassum (Sargassum) asperifolium;Sargassum asperifolium;;1
494845;494845;Sargassum assimile;Sargassum assimile;;1
372024;494845;Sargassum (Sargassum) assimile;Sargassum assimile;;1
494846;494846;Sargassum autumnale;Sargassum autumnale;;1
495002;495002;Sargassum baccularia;Sargassum baccularia;;1
499512;495002;Fucus baccularia;Sargassum baccularia;;1
211968;495002;Sargassum (Sargassum) baccularia;Sargassum baccularia;;1
495113;495113;Sargassum balingasayense;Sargassum balingasayense;;1
375277;375277;Sargassum banyuejiaoense;Sargassum banyuejiaoense;;1
495246;495246;Sargassum bataanense;Sargassum bataanense;;1
375332;375332;Sargassum beihaiense;Sargassum beihaiense;;1
495003;495003;Sargassum belangeri;Sargassum belangeri;;1
374185;495003;Sargassum (Sargassum) belangeri;Sargassum belangeri;;1
373199;373199;Sargassum bermudense;Sargassum bermudense;;1
374360;374360;Sargassum bicorne;Sargassum bicorne;;1
375346;375346;Sargassum biserrulioides;Sargassum biserrulioides;;1
495378;495378;Sargassum boreale;Sargassum boreale;;1
211983;211983;Sargassum boveanum;Sargassum boveanum;;1
375413;375413;Sargassum brandegeei;Sargassum brandegeei;;1
552892;552892;Sargassum brevifolium var. pergracile;Sargassum brevifolium var. pergracile;;1
495023;495023;Sargassum bulbiferum;Sargassum bulbiferum;;1
416992;416992;Sargassum buxifolium;Sargassum buxifolium;;1
211973;211973;Sargassum calophyllum;Sargassum calophyllum;;1
236149;236149;Sargassum capillare;Sargassum capillare;;1
236148;236149;Sargassum gracile;Sargassum capillare;;1
495116;495116;Sargassum capilliforme;Sargassum capilliforme;;1
375286;375286;Sargassum capitatum;Sargassum capitatum;;1
494847;494847;Sargassum carpophyllum;Sargassum carpophyllum;;1
212003;494847;Sargassum (Sargassum) carpophyllum;Sargassum carpophyllum;;1
495004;495004;Sargassum cervicorne;Sargassum cervicorne;;1
374186;495004;Sargassum (Sargassum) cervicorne;Sargassum cervicorne;;1
495000;495000;Sargassum cinctum;Sargassum cinctum;;1
211980;495000;Sargassum (Sargassum) cinctum;Sargassum cinctum;;1
494976;494976;Sargassum cinereum;Sargassum cinereum;;1
374073;494976;Sargassum (Sargassum) cinereum;Sargassum cinereum;;1
374621;374621;Sargassum claviferum;Sargassum claviferum;;1
374473;374473;Sargassum concinnum;Sargassum concinnum;;1
494848;494848;Sargassum confusum;Sargassum confusum;;1
374359;374359;Sargassum congkinhii;Sargassum congkinhii;;1
495397;495397;Sargassum coreanum;Sargassum coreanum;;1
374474;374474;Sargassum cornigerum;Sargassum cornigerum;;1
375898;375898;Sargassum cornutifructum;Sargassum cornutifructum;;1
375280;375280;Sargassum costatum;Sargassum costatum;;1
376107;376107;Sargassum cotoense;Sargassum cotoense;;1
494849;494849;Sargassum crispifolium;Sargassum crispifolium;;1
495247;495247;Sargassum currimaoense;Sargassum currimaoense;;1
236146;236146;Sargassum cylindrocystum;Sargassum cylindrocystum;;1
494799;494799;Sargassum cymosum;Sargassum cymosum;;1
145553;494799;Sargassum (Sargassum) cymosum;Sargassum cymosum;;1
500059;553239;Sargassum dichocarpum;Sargassum cymosum f. dichocarpum;;1
553239;553239;Sargassum cymosum f. dichocarpum;Sargassum cymosum f. dichocarpum;;1
501961;550881;Sargassum cheirifolium;Sargassum cymosum var. esperi;;1
550881;550881;Sargassum cymosum var. esperi;Sargassum cymosum var. esperi;;1
495005;495005;Sargassum cystocarpum;Sargassum cystocarpum;;1
495006;495006;Sargassum cystophyllum;Sargassum cystophyllum;;1
375330;375330;Sargassum dazhouense;Sargassum dazhouense;;1
495387;495387;Sargassum decaisnei;Sargassum decaisnei;;1
375285;375285;Sargassum densicystum;Sargassum densicystum;;1
212001;212001;Sargassum densifolium;Sargassum densifolium;;1
494900;212001;Sargassum obovatum;Sargassum densifolium;;1
211941;212001;Sargassum (Sargassum) obovatum;Sargassum densifolium;;1
495248;495248;Sargassum denticarpum;Sargassum denticarpum;;1
211945;211945;Sargassum dentifolium;Sargassum dentifolium;;1
145554;145554;Sargassum desfontainesii;Sargassum desfontainesii;;1
495041;495041;Sargassum desvauxii;Sargassum desvauxii;;1
374477;495041;Sargassum (Sargassum) desvauxii;Sargassum desvauxii;;1
499510;495042;Sargassum aemulum;Sargassum distichum;;1
495042;495042;Sargassum distichum;Sargassum distichum;;1
499511;495042;Sargassum cristatum;Sargassum distichum;;1
374478;374478;Sargassum divaricatum;Sargassum divaricatum;;1
495130;495130;Sargassum dotyi;Sargassum dotyi;;1
374479;374479;Sargassum dumosum;Sargassum dumosum;;1
495142;495142;Sargassum ecuadoreanum;Sargassum ecuadoreanum;;1
211949;211949;Sargassum elegans;Sargassum elegans;;1
494973;494973;Sargassum emarginatum;Sargassum emarginatum;;1
500149;374498;Sargassum acanthicarpum;Sargassum erinaceum;;1
374498;374498;Sargassum erinaceum;Sargassum erinaceum;;1
707950;707950;Sargassum erosum;Sargassum erosum;;1
495129;495129;Sargassum erumpens;Sargassum erumpens;;1
373200;373200;Sargassum esperi;Sargassum esperi;;1
375287;375287;Sargassum euryphyllum;Sargassum euryphyllum;;1
495044;495044;Sargassum fallax;Sargassum fallax;;1
500151;495044;Sargassum bracteolosum;Sargassum fallax;;1
495031;495031;Sargassum feldmannii;Sargassum feldmannii;;1
374499;374499;Sargassum fergusonii;Sargassum fergusonii;;1
495007;495007;Sargassum filifolium;Sargassum filifolium;;1
240497;495007;Sargassum (Sargassum) filifolium;Sargassum filifolium;;1
499514;550973;Sargassum aciculare;Sargassum filifolium var. aciculare;;1
550973;550973;Sargassum filifolium var. aciculare;Sargassum filifolium var. aciculare;;1
495008;495008;Sargassum filiforme;Sargassum filiforme;;1
494800;494800;Sargassum filipendula;Sargassum filipendula;;1
502729;494800;Sargassum affine;Sargassum filipendula;;1
145555;494800;Sargassum (Sargassum) filipendula;Sargassum filipendula;;1
501910;550885;Sargassum montagnei;Sargassum filipendula var. montagnei;;1
550885;550885;Sargassum filipendula var. montagnei;Sargassum filipendula var. montagnei;;1
240498;240498;Sargassum fissifolium;Sargassum fissifolium;;1
495030;495030;Sargassum flavicans;Sargassum flavicans;;1
240499;495030;Sargassum (Sargassum) flavicans;Sargassum flavicans;;1
551027;551027;Sargassum flavicans var. pervillei;Sargassum flavicans var. pervillei;;1
211978;551027;Sargassum flavicans van pervillei;Sargassum flavicans var. pervillei;;1
145556;145556;Sargassum flavifolium;Sargassum flavifolium;;1
157202;157202;Sargassum fluitans;Sargassum fluitans;;1
240501;240501;Sargassum fresenianum;Sargassum fresenianum;;1
495119;495119;Sargassum frutescens;Sargassum frutescens;;1
495120;495120;Sargassum fruticulosum;Sargassum fruticulosum;;1
375350;375350;Sargassum fujianense;Sargassum fujianense;;1
375294;375294;Sargassum fuliginosoides;Sargassum fuliginosoides;;1
494850;494850;Sargassum fulvellum;Sargassum fulvellum;;1
498407;494850;Sargassum enerve;Sargassum fulvellum;;1
145557;145557;Sargassum furcatum;Sargassum furcatum;;1
375343;375343;Sargassum fuscifolium;Sargassum fuscifolium;;1
496112;494972;Hizikia fusiformis;Sargassum fusiforme;;1
494972;494972;Sargassum fusiforme;Sargassum fusiforme;;1
499698;494972;Cystophyllum fusiforme;Sargassum fusiforme;;1
495137;495137;Sargassum galapagense;Sargassum galapagense;;1
375295;375295;Sargassum gemmiphorum;Sargassum gemmiphorum;;1
494851;494851;Sargassum giganteifolium;Sargassum giganteifolium;;1
494977;494977;Sargassum glaucescens;Sargassum glaucescens;;1
500156;494977;Sargassum ornatum;Sargassum glaucescens;;1
374074;494977;Sargassum (Sargassum) glaucescens;Sargassum glaucescens;;1
551029;551029;Sargassum glaucescens var. ivanii;Sargassum glaucescens var. ivanii;;1
374623;374623;Sargassum godeffroyi;Sargassum godeffroyi;;1
495114;495114;Sargassum gracillimum;Sargassum gracillimum;;1
494978;494978;Sargassum graminifolium;Sargassum graminifolium;;1
495010;495010;Sargassum granuliferum;Sargassum granuliferum;;1
211992;495010;Sargassum (Sargassum) granuliferum;Sargassum granuliferum;;1
495121;495121;Sargassum guangdongii;Sargassum guangdongii;;1
495125;495125;Sargassum hainanense;Sargassum hainanense;;1
495045;495045;Sargassum hemiphylloides;Sargassum hemiphylloides;;1
494852;494852;Sargassum hemiphyllum;Sargassum hemiphyllum;;1
499706;494852;Sargassum micromerum;Sargassum hemiphyllum;;1
494979;494979;Sargassum henslowianum;Sargassum henslowianum;;1
374502;374502;Sargassum herbaceum;Sargassum herbaceum;;1
494974;494974;Sargassum herklotsii;Sargassum herklotsii;;1
375416;375416;Sargassum herporhizum;Sargassum herporhizum;;1
211958;211958;Sargassum hildebrandtii;Sargassum hildebrandtii;;1
211977;211977;Sargassum hombronianum;Sargassum hombronianum;;1
494853;494853;Sargassum horneri;Sargassum horneri;;1
496117;494853;Sargassum filicinum;Sargassum horneri;;1
499708;494853;Sargassum spathulatum;Sargassum horneri;;1
526783;494853;Sargassum fengeri;Sargassum horneri;;1
494809;494809;Sargassum hornschuchii;Sargassum hornschuchii;;1
145558;494809;Sargassum (Sargassum) hornschuchii;Sargassum hornschuchii;;1
526712;526712;Sargassum horridulum;Sargassum horridulum;;1
375411;375410;Sargassum marchantiae;Sargassum horridum;;1
375410;375410;Sargassum horridum;Sargassum horridum;;1
619363;619363;Sargassum howeanum;Sargassum howeanum;;1
495140;495140;Sargassum howellii;Sargassum howellii;;1
375274;375274;Sargassum huangluense;Sargassum huangluense;;1
373201;373201;Sargassum hystrix;Sargassum hystrix;;1
375336;375336;Sargassum ilicifolioides;Sargassum ilicifolioides;;1
496116;494899;Sargassum cristaefolium;Sargassum ilicifolium;;1
494899;494899;Sargassum ilicifolium;Sargassum ilicifolium;;1
374189;494899;Sargassum droserifolium;Sargassum ilicifolium;;1
548053;494899;Sargassum duplicatum;Sargassum ilicifolium;;1
496119;494899;Sargassum sandei;Sargassum ilicifolium;;1
496113;494899;Sargassum berberifolium;Sargassum ilicifolium;;1
374080;494899;Sargassum turbinatifolium;Sargassum ilicifolium;;1
211933;494899;Sargassum (Sargassum) cristaefolium;Sargassum ilicifolium;;1
211937;494899;Sargassum (Sargassum) ilicifolium;Sargassum ilicifolium;;1
550975;550975;Sargassum ilicifolium var. compactum;Sargassum ilicifolium var. compactum;;1
495024;495024;Sargassum incanum;Sargassum incanum;;1
211935;211935;Sargassum incisifolium;Sargassum incisifolium;;1
381742;211935;Sargassum heterophyllum;Sargassum incisifolium;;1
375337;375337;Sargassum integerrimum;Sargassum integerrimum;;1
375298;375298;Sargassum integrifolioides;Sargassum integrifolioides;;1
495127;495127;Sargassum intermedium;Sargassum intermedium;;1
494927;494927;Sargassum johnsonii;Sargassum johnsonii;;1
374524;374524;Sargassum johnstonii;Sargassum johnstonii;;1
375407;374524;Sargassum guardiense;Sargassum johnstonii;;1
372033;372033;Sargassum kashiwajimanum;Sargassum kashiwajimanum;;1
375341;375341;Sargassum kasyotense;Sargassum kasyotense;;1
494980;494980;Sargassum kuetzingii;Sargassum kuetzingii;;1
494854;494854;Sargassum kushimotense;Sargassum kushimotense;;1
240503;240503;Sargassum lacerifolium;Sargassum lacerifolium;;1
500845;240503;Carpacanthus racemosus;Sargassum lacerifolium;;1
374525;374525;Sargassum lanceolatum;Sargassum lanceolatum;;1
375408;375408;Sargassum lapazeanum;Sargassum lapazeanum;;1
375412;375408;Sargassum insulare;Sargassum lapazeanum;;1
495012;495012;Sargassum latifolium;Sargassum latifolium;;1
212002;495012;Sargassum (Sargassum) latifolium;Sargassum latifolium;;1
553518;553518;Sargassum latifolium f. polycarpum;Sargassum latifolium f. polycarpum;;1
495112;495112;Sargassum laxifolium;Sargassum laxifolium;;1
495122;495122;Sargassum leizhouense;Sargassum leizhouense;;1
211957;211957;Sargassum lendigerum;Sargassum lendigerum;;1
500204;211957;Fucus lendigerus;Sargassum lendigerum;;1
374625;374625;Sargassum leptopodum;Sargassum leptopodum;;1
495141;495141;Sargassum liebmannii;Sargassum liebmannii;;1
374526;374526;Sargassum ligulatum;Sargassum ligulatum;;1
495051;495051;Sargassum linearifolium;Sargassum linearifolium;;1
500208;495051;Sargassum merrifieldiae;Sargassum linearifolium;;1
495115;495115;Sargassum longicaulis;Sargassum longicaulis;;1
495025;495025;Sargassum longifructum;Sargassum longifructum;;1
375344;375344;Sargassum longivesiculosum;Sargassum longivesiculosum;;1
495073;495073;Sargassum lophocarpum;Sargassum lophocarpum;;1
374626;495073;Sargassum (Sargassum) lophocarpum;Sargassum lophocarpum;;1
375607;375607;Sargassum macdougalii;Sargassum macdougalii;;1
494855;494855;Sargassum macrocarpum;Sargassum macrocarpum;;1
374527;374527;Sargassum marginatum;Sargassum marginatum;;1
495029;495029;Sargassum mcclurei;Sargassum mcclurei;;1
211942;495029;Sargassum (Sargassum) mcclurei;Sargassum mcclurei;;1
375329;375329;Sargassum megalocystum;Sargassum megalocystum;;1
494856;494856;Sargassum micracanthum;Sargassum micracanthum;;1
499711;494856;Sargassum kiushianum;Sargassum micracanthum;;1
494857;494857;Sargassum microceratium;Sargassum microceratium;;1
555592;555592;Sargassum microcystum;Sargassum microcystum;;1
212000;555592;Sargassum (Sargassum) microcystum;Sargassum microcystum;;1
495014;495014;Sargassum microphyllum;Sargassum microphyllum;;1
374192;495014;Sargassum (Sargassum) microphyllum;Sargassum microphyllum;;1
494858;494858;Sargassum miyabei;Sargassum miyabei;;1
498408;494858;Sargassum kjellmanianum;Sargassum miyabei;;1
840194;840194;Sargassum moelleri;Sargassum moelleri;;1
494791;494791;Sargassum muticum;Sargassum muticum;;1
145559;494791;Sargassum (Bactrophycus) muticum;Sargassum muticum;;1
375278;375278;Sargassum nanshaense;Sargassum nanshaense;;1
495111;495111;Sargassum naozhounse;Sargassum naozhounse;;1
145560;145560;Sargassum natans;Sargassum natans;;1
240494;145560;Sargassum bacciferum;Sargassum natans;;1
239246;145560;Fucus natans;Sargassum natans;;1
374627;374627;Sargassum neurophorum;Sargassum neurophorum;;1
376643;376643;Sargassum nigrescens;Sargassum nigrescens;;1
375271;375271;Sargassum nigrifolioides;Sargassum nigrifolioides;;1
494859;494859;Sargassum nigrifolium;Sargassum nigrifolium;;1
494860;494860;Sargassum nipponicum;Sargassum nipponicum;;1
500211;211947;Sargassum crispum;Sargassum notarisii;;1
211947;211947;Sargassum notarisii;Sargassum notarisii;;1
240500;211947;Sargassum forsskalii;Sargassum notarisii;;1
374528;374528;Sargassum novae-hollandiae;Sargassum novae-hollandiae;;1
494916;374528;Sargassum stenophyllum;Sargassum novae-hollandiae;;1
495336;495336;Sargassum nozhouense;Sargassum nozhouense;;1
496317;495309;Sargassum skottsbergii;Sargassum obtusifolium;;1
495309;495309;Sargassum obtusifolium;Sargassum obtusifolium;;1
500173;495309;Sargassum hawaiiense;Sargassum obtusifolium;;1
495249;495249;Sargassum ohnoi;Sargassum ohnoi;;1
494861;494861;Sargassum okamurae;Sargassum okamurae;;1
494981;494981;Sargassum oligocystum;Sargassum oligocystum;;1
500216;494981;Carpacanthus oligocystus;Sargassum oligocystum;;1
211996;494981;Sargassum (Sargassum) oligocystum;Sargassum oligocystum;;1
495052;495052;Sargassum pacificum;Sargassum pacificum;;1
502332;495052;Sargassum sociale;Sargassum pacificum;;1
496301;495052;Sargassum tahitense;Sargassum pacificum;;1
502847;495052;Sargassum boraborense;Sargassum pacificum;;1
502331;495052;Sargassum mangarevense;Sargassum pacificum;;1
494862;494862;Sargassum pallidum;Sargassum pallidum;;1
499716;494862;Halochloa pallida;Sargassum pallidum;;1
494907;494907;Sargassum palmeri;Sargassum palmeri;;1
502705;494907;Sargassum dissectifolium;Sargassum palmeri;;1
495016;495016;Sargassum paniculatum;Sargassum paniculatum;;1
211964;495016;Sargassum (Sargassum) paniculatum;Sargassum paniculatum;;1
495091;495091;Sargassum paradoxum;Sargassum paradoxum;;1
381748;495091;Sargassum undulatum;Sargassum paradoxum;;1
500837;495091;Sargassum membranaceum;Sargassum paradoxum;;1
500835;495091;Sargassum grande;Sargassum paradoxum;;1
240504;495091;Sargassum (Arthrophycus) paradoxum;Sargassum paradoxum;;1
375342;375342;Sargassum parvifolioides;Sargassum parvifolioides;;1
495017;495017;Sargassum parvifolium;Sargassum parvifolium;;1
500217;495017;Carpacanthus parvifolius;Sargassum parvifolium;;1
211944;495017;Sargassum (Sargassum) parvifolium;Sargassum parvifolium;;1
494982;494982;Sargassum parvivesiculosum;Sargassum parvivesiculosum;;1
494863;494863;Sargassum patens;Sargassum patens;;1
708406;551134;Sargassum rodgersianum;Sargassum patens var. rodgersianum;;1
550981;550981;Sargassum patens var. schizophyllum;Sargassum patens var. schizophyllum;;1
211943;211943;Sargassum persicum;Sargassum persicum;;1
376108;376108;Sargassum phamhoangii;Sargassum phamhoangii;;1
374194;374194;Sargassum philippinense;Sargassum philippinense;;1
494975;494975;Sargassum phyllocystum;Sargassum phyllocystum;;1
494864;494864;Sargassum piluliferum;Sargassum piluliferum;;1
503747;494864;Sargassum pinnatifolium;Sargassum piluliferum;;1
211979;494864;Sargassum (Sargassum) piluliferum;Sargassum piluliferum;;1
372044;372044;Sargassum pinnatifidum;Sargassum pinnatifidum;;1
374532;374532;Sargassum plagiophyllum;Sargassum plagiophyllum;;1
495251;374532;Sargassum stolonifolium;Sargassum plagiophyllum;;1
373203;373203;Sargassum platycarpum;Sargassum platycarpum;;1
495054;495054;Sargassum podacanthum;Sargassum podacanthum;;1
707955;707955;Sargassum polyacanthum;Sargassum polyacanthum;;1
494914;494914;Sargassum polyceratium;Sargassum polyceratium;;1
373204;494914;Sargassum (Sargassum) polyceratium;Sargassum polyceratium;;1
494865;494865;Sargassum polycystum;Sargassum polycystum;;1
499521;494865;Sargassum myriocystum;Sargassum polycystum;;1
495009;494865;Sargassum gaudichaudii;Sargassum polycystum;;1
499714;494865;Sargassum opacum;Sargassum polycystum;;1
500223;494865;Sargassum ambiguum;Sargassum polycystum;;1
500224;494865;Sargassum brevifolium;Sargassum polycystum;;1
211998;494865;Sargassum (Sargassum) gaudichaudii;Sargassum polycystum;;1
374193;494865;Sargassum (Sargassum) myriocystum;Sargassum polycystum;;1
145561;494865;Sargassum (Sargassum) polycystum;Sargassum polycystum;;1
495310;495310;Sargassum polyphyllum;Sargassum polyphyllum;;1
502388;495310;Sargassum densum;Sargassum polyphyllum;;1
502389;495310;Sargassum incisum;Sargassum polyphyllum;;1
495377;495377;Sargassum polyporum;Sargassum polyporum;;1
548380;548380;Sargassum portieranum;Sargassum portieranum;;1
211953;211953;Sargassum portierianum;Sargassum portierianum;;1
495124;495124;Sargassum primitivum;Sargassum primitivum;;1
374534;374534;Sargassum prismaticum;Sargassum prismaticum;;1
374535;374535;Sargassum pseudocystocarpum;Sargassum pseudocystocarpum;;1
375348;375348;Sargassum pseudolanceolatum;Sargassum pseudolanceolatum;;1
494915;494915;Sargassum pteropleuron;Sargassum pteropleuron;;1
373205;494915;Sargassum (Sargassum) pteropleuron;Sargassum pteropleuron;;1
495055;495055;Sargassum pulchellum;Sargassum pulchellum;;1
236143;495055;Sargassum (Sargassum) pulchellum;Sargassum pulchellum;;1
375307;375307;Sargassum pumilum;Sargassum pumilum;;1
373206;373206;Sargassum pusillum;Sargassum pusillum;;1
