aphiaID;parentAphiaID;acceptedAphiaID;name;scientificNameAuthorship;acceptedName;kingdom;phylum;class;order;family;genus;taxonRank;taxonomicStatus
497306;144131;145551;Himanthalia lorea;(Linnaeus) Lyngbye, 1819;Himanthalia elongata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Himanthaliaceae;Himanthalia;Species;unaccepted
373322;369778;373322;Hormosira banksii;(Turner) Decaisne, 1842;Hormosira banksii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Hormosiraceae;Hormosira;Species;accepted
214356;206036;214356;Oerstedtia scalaris;(Suhr) Jensen, 1974;Oerstedtia scalaris;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Oerstedtia;Species;accepted
372260;144130;374120;Pelvetia fastigiata;(J.Agardh) De Toni, 1895;Silvetia compressa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Pelvetia;Species;unaccepted
374788;370042;374788;Phyllospora comosa;(Labillardière) C.Agardh, 1839;Phyllospora comosa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Seirococcaceae;Phyllospora;Species;accepted
494906;144132;494906;Sargassum agardhianum;Farlow, 1889;Sargassum agardhianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
373199;144132;373199;Sargassum bermudense;Grunow, 1916;Sargassum bermudense;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
496116;144132;494899;Sargassum cristaefolium;C.Agardh, 1820;Sargassum ilicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
499480;144132;211988;Sargassum echinocarpum;J.Agardh, 1848;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495044;144132;495044;Sargassum fallax;Sonder, 1845;Sargassum fallax;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494800;144132;494800;Sargassum filipendula;C.Agardh, 1824;Sargassum filipendula;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
157202;144132;157202;Sargassum fluitans;(Børgesen) Børgesen, 1914;Sargassum fluitans;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
145557;144132;145557;Sargassum furcatum;Kützing, 1843;Sargassum furcatum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494853;144132;494853;Sargassum horneri;(Turner) C.Agardh, 1820;Sargassum horneri;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
373201;144132;373201;Sargassum hystrix;J.Agardh, 1847;Sargassum hystrix;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
211935;144132;211935;Sargassum incisifolium;(Turner) C.Agardh, 1820;Sargassum incisifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
145560;144132;145560;Sargassum natans;(Linnaeus) Gaillon, 1828;Sargassum natans;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494907;144132;494907;Sargassum palmeri;Grunow, 1915;Sargassum palmeri;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494914;144132;494914;Sargassum polyceratium;Montagne, 1837;Sargassum polyceratium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495310;144132;495310;Sargassum polyphyllum;J.Agardh, 1848;Sargassum polyphyllum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494922;144132;494922;Sargassum sinclairii;J.D.Hooker & Harvey, 1845;Sargassum sinclairii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495092;144132;495092;Sargassum vestitum;(R.Brown ex Turner) C.Agardh, 1820;Sargassum vestitum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374031;370209;374031;Seirococcus axillaris;(R.Brown ex Turner) Greville, 1830;Seirococcus axillaris;Chromista;Ochrophyta;Phaeophyceae;Fucales;Seirococcaceae;Seirococcus;Species;accepted
374296;370341;374296;Xiphophora gladiata;(Labillardière) Montagne ex Kjellman, 1893;Xiphophora gladiata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Xiphophoraceae;Xiphophora;Species;accepted
371030;144129;371030;Fucus cottonii;M.J.Wynne & Magne, 1991;Fucus cottonii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;accepted
374524;144132;374524;Sargassum johnstonii;Setchell & N.L.Gardner, 1924;Sargassum johnstonii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
375408;144132;375408;Sargassum lapazeanum;Setchell & N.L.Gardner, 1924;Sargassum lapazeanum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
375411;144132;375410;Sargassum marchantiae;Setchell & N.L.Gardner, 1924;Sargassum horridum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495052;144132;495052;Sargassum pacificum;Bory de Saint-Vincent, 1828;Sargassum pacificum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495060;144132;495060;Sargassum tristichum;Sonder, 1845;Sargassum tristichum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
375607;144132;375607;Sargassum macdougalii;E.Y.Dawson, 1944;Sargassum macdougalii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
501793;144129;145544;Fucus nitens;N.L.Gardner, 1922;Fucus distichus;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
372702;144126;624320;Cystoseira neglecta;Setchell & N.L.Gardner, 1917;Stephanocystis neglecta;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
145528;144126;847100;Cystoseira planiramea;Schiffner ex Gerloff & Nizamuddin, 1975;Cystoseira compressa subsp. pustulata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
496037;144126;1063030;Cystoseira rechingerii;Schiffner ex Gerloff & Nizamuddin, 1975;Cystoseira montagnei var. tenuior;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
214352;144126;624312;Cystoseira trinodis;(Forsskål) C.Agardh, 1820;Sirophysalis trinodis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
500040;144129;624312;Fucus trinodis;Forsskål, 1775;Sirophysalis trinodis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
221475;206630;221475;Turbinaria turbinata;(Linnaeus) Kuntze, 1898;Turbinaria turbinata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Turbinaria;Species;accepted
707955;144132;707955;Sargassum polyacanthum;J.Agardh, 1889;Sargassum polyacanthum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
375407;144132;374524;Sargassum guardiense;Setchell & N.L.Gardner, 1924;Sargassum johnstonii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
375416;144132;375416;Sargassum herporhizum;Setchell & N.L.Gardner, 1924;Sargassum herporhizum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
375412;144132;375408;Sargassum insulare;Setchell & N.L.Gardner, 1924;Sargassum lapazeanum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
494899;144132;494899;Sargassum ilicifolium;(Turner) C.Agardh, 1820;Sargassum ilicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
499481;144132;211988;Sargassum fonanonense;Setchell & N.L.Gardner, 1924;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
502332;144132;495052;Sargassum sociale;(Grunow) Setchell, 1926;Sargassum pacificum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
496301;144132;495052;Sargassum tahitense;(Grunow) Grunow, 1874;Sargassum pacificum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
497304;144129;249685;Fucus anceps;Harvey & Ward ex Carruthers, 1864;Fucus distichus subsp. anceps;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
239225;144129;145550;Fucus canaliculatus;Linnaeus, 1767;Pelvetia canaliculata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
238768;144128;553678;Ascophyllum mackayi;(Turner) Holmes & Batters, 1892;Ascophyllum nodosum f. mackayi;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Ascophyllum;Species;unaccepted
371685;369384;371685;Axillariella constricta;(Kützing) Gruber, 1896;Axillariella constricta;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Axillariella;Species;accepted
371686;369403;371686;Bifurcariopsis capensis;(Areschoug) Papenfuss, 1940;Bifurcariopsis capensis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Bifurcariopsidaceae;Bifurcariopsis;Species;accepted
373334;369447;373334;Carpophyllum flexuosum;(Esper) Greville, 1830;Carpophyllum flexuosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpophyllum;Species;accepted
373349;369447;373349;Carpophyllum plumosum;(A.Richard) J.Agardh, 1878;Carpophyllum plumosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpophyllum;Species;accepted
500054;369447;214356;Carpophyllum scalare;Suhr, 1840;Oerstedtia scalaris;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpophyllum;Species;unaccepted
374460;203931;374460;Cystophora brownii;(Turner) J.Agardh, 1848;Cystophora brownii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophora;Species;accepted
239170;203931;239170;Cystophora grevillei;(C.Agardh ex Sonder) J.Agardh, 1848;Cystophora grevillei;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophora;Species;accepted
239173;203931;239173;Cystophora pectinata;(Greville & C.Agardh ex Sonder) J.Agardh, 1848;Cystophora pectinata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophora;Species;accepted
239174;203931;239174;Cystophora racemosa;(Harvey ex Kützing) J.Agardh, 1870;Cystophora racemosa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophora;Species;accepted
498401;204560;624319;Cystophyllum hakodatense;Yendo, 1907;Stephanocystis hakodatensis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophyllum;Species;unaccepted
498405;204560;372020;Cystophyllum turneri;Yendo, 1907;Myagropsis myagroides;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophyllum;Species;unaccepted
381176;144126;145511;Cystoseira fimbriata;Bory de Saint-Vincent, 1832;Cystoseira compressa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
239181;144126;145539;Cystoseira opuntioides;Bory de Saint-Vincent ex Montagne, 1846;Cystoseira zosteroides;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
239025;144126;249680;Cystoseira stricta;(Montagne) Sauvageau, 1911;Cystoseira amentacea var. stricta;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
373397;369600;373397;Durvillaea willana;Lindauer, 1949;Durvillaea willana;Chromista;Ochrophyta;Phaeophyceae;Fucales;Durvillaeaceae;Durvillaea;Species;accepted
552977;144129;552977;Fucus chalonii;Feldmann, 1941;Fucus chalonii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;accepted
496112;369767;494972;Hizikia fusiformis;(Harvey) Okamura, 1932;Sargassum fusiforme;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Hizikia;Species;unaccepted
372019;204356;372019;Hormophysa cuneiformis;(J.F.Gmelin) P.C.Silva, 1987;Hormophysa cuneiformis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Hormophysa;Species;accepted
373376;369824;373376;Landsburgia quercifolia;Harvey, 1855;Landsburgia quercifolia;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Landsburgia;Species;accepted
373474;369864;373474;Marginariella boryana;(A.Richard) Tandy, 1936;Marginariella boryana;Chromista;Ochrophyta;Phaeophyceae;Fucales;Seirococcaceae;Marginariella;Species;accepted
373473;369864;373473;Marginariella urvilliana;(A.Richard) Tandy, 1936;Marginariella urvilliana;Chromista;Ochrophyta;Phaeophyceae;Fucales;Seirococcaceae;Marginariella;Species;accepted
374887;369923;374887;Myriodesma calophyllum;J.Agardh, 1894;Myriodesma calophyllum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Myriodesma;Species;accepted
374466;369923;374466;Myriodesma integrifolium;Harvey, 1859;Myriodesma integrifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Myriodesma;Species;accepted
836928;605048;836928;Phyllotricha decipiens;(R.Brown ex Turner) R.R.M.Dixon & Huisman, 2012;Phyllotricha decipiens;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Phyllotricha;Species;accepted
660700;605048;660700;Phyllotricha sonderi;(J.Agardh) Areschoug, 1854;Phyllotricha sonderi;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Phyllotricha;Species;unaccepted
837700;605048;837700;Phyllotricha varians;(Sonder) R.R.M.Dixon & Huisman, 2012;Phyllotricha varians;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Phyllotricha;Species;accepted
837699;605048;837699;Phyllotricha verruculosa;(C.Agardh) R.R.M.Dixon & Huisman, 2012;Phyllotricha verruculosa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Phyllotricha;Species;accepted
624315;370075;624315;Polycladia myrica;(S.G.Gmelin) Draima, Ballesteros, F.Rousseau & T.Thibaut, 2010;Polycladia myrica;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Polycladia;Species;accepted
375406;144132;375406;Sargassum acinacifolium;Setchell & N.L.Gardner, 1924;Sargassum acinacifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
502847;144132;495052;Sargassum boraborense;(Grunow) Setchell, 1926;Sargassum pacificum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
375413;144132;375413;Sargassum brandegeei;Setchell & N.L.Gardner, 1924;Sargassum brandegeei;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
375608;144132;495893;Sargassum camouii;E.Y.Dawson, 1944;Sargassum sinicola subsp. camouii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
494848;144132;494848;Sargassum confusum;C.Agardh, 1824;Sargassum confusum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
496115;144132;211988;Sargassum crassifolium;J.Agardh, 1848;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
494799;144132;494799;Sargassum cymosum;C.Agardh, 1820;Sargassum cymosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494851;144132;494851;Sargassum giganteifolium;Yamada, 1925;Sargassum giganteifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494850;144132;494850;Sargassum fulvellum;(Turner) C.Agardh, 1820;Sargassum fulvellum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494852;144132;494852;Sargassum hemiphyllum;(Turner) C.Agardh, 1820;Sargassum hemiphyllum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495047;144132;837698;Sargassum heteromorphum;J.Agardh, 1873;Sargassopsis heteromorphum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
381742;144132;211935;Sargassum heterophyllum;C.Agardh, 1820;Sargassum incisifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
375410;144132;375410;Sargassum horridum;Setchell & N.L.Gardner, 1924;Sargassum horridum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495141;144132;495141;Sargassum liebmannii;J.Agardh, 1847;Sargassum liebmannii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
211967;144132;145552;Sargassum linifolium;C.Agardh, 1820;Sargassum acinarium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
381743;144132;214355;Sargassum longifolium;(Turner) C.Agardh, 1820;Anthophycus longifolius;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
502331;144132;495052;Sargassum mangarevense;(Grunow) Setchell, 1926;Sargassum pacificum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
494856;144132;494856;Sargassum micracanthum;(Kützing) Endlicher, 1843;Sargassum micracanthum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494858;144132;494858;Sargassum miyabei;Yendo, 1907;Sargassum miyabei;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494859;144132;494859;Sargassum nigrifolium;Yendo, 1907;Sargassum nigrifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494860;144132;494860;Sargassum nipponicum;Yendo, 1907;Sargassum nipponicum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495091;144132;495091;Sargassum paradoxum;(R.Brown ex Turner) Gaillon, 1828;Sargassum paradoxum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494863;144132;494863;Sargassum patens;C.Agardh, 1820;Sargassum patens;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494864;144132;494864;Sargassum piluliferum;(Turner) C.Agardh, 1820;Sargassum piluliferum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
373203;144132;373203;Sargassum platycarpum;Montagne, 1842;Sargassum platycarpum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494865;144132;494865;Sargassum polycystum;C.Agardh, 1824;Sargassum polycystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
373207;144132;373207;Sargassum ramifolium;Kützing, 1861;Sargassum ramifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
372045;370422;494866;Sargassum (Bactrophycus) ringgoldianum;Harvey, 1860;Sargassum ringoldianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;alternate representation
494867;144132;494867;Sargassum sagamianum;Yendo, 1907;Sargassum sagamianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494870;144132;494870;Sargassum serratifolium;(C.Agardh) C.Agardh, 1820;Sargassum serratifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
375414;144132;375414;Sargassum sinicola;Setchell & N.L.Gardner, 1924;Sargassum sinicola;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495056;144132;495056;Sargassum sonderi;(J.Agardh) J.Agardh, 1873;Sargassum sonderi;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495058;144132;495058;Sargassum spinuligerum;Sonder, 1845;Sargassum spinuligerum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
498409;144132;494871;Sargassum tortile;(C.Agardh) C.Agardh, 1820;Sargassum siliquastrum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
381748;144132;495091;Sargassum undulatum;J.Agardh, 1872;Sargassum paradoxum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
377253;144132;377253;Sargassum vizcainense;E.Y.Dawson, 1954;Sargassum vizcainense;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494878;144132;494878;Sargassum yendoi;Okamura & Yamada, 1938;Sargassum yendoi;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374118;370216;374118;Silvetia babingtonii;(Harvey) E.A.Serrão, T.O.Cho, S.M.Boo & Brawley, 1999;Silvetia babingtonii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Silvetia;Species;accepted
624317;370250;624317;Stephanocystis dioica;(N.L.Gardner) Draisma, Ballesteros, F.Rousseau & T.Thibaut, 2010;Stephanocystis dioica;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Stephanocystis;Species;accepted
502165;370250;502165;Stephanocystis osmundacea;(Turner) Trevisan, 1843;Stephanocystis osmundacea;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Stephanocystis;Species;accepted
624321;370250;624321;Stephanocystis setchellii;(N.L.Gardner) Draisma, Ballesteros, F.Rousseau & T.Thibaut, 2010;Stephanocystis setchellii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Stephanocystis;Species;accepted
624318;370250;624318;Stephanocystis geminata;(C.Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut, 2010;Stephanocystis geminata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Stephanocystis;Species;accepted
373472;370341;373472;Xiphophora chondrophylla;(R.Brown ex Turner) Montagne ex Harvey, 1855;Xiphophora chondrophylla;Chromista;Ochrophyta;Phaeophyceae;Fucales;Xiphophoraceae;Xiphophora;Species;accepted
708728;369447;708728;Carpophyllum elongatum;(Dickie) A.Gepp & E.S.Gepp, 1911;Carpophyllum elongatum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpophyllum;Species;accepted
708409;369447;373334;Carpophyllum phyllanthum;(Turner) J.D.Hooker & Harvey, 1845;Carpophyllum flexuosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpophyllum;Species;unaccepted
499798;370190;374028;Sarcophycus potatorum;(Labillardière) Kützing, 1843;Durvillaea potatorum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Durvillaeaceae;Sarcophycus;Species;unaccepted
494928;144132;837699;Sargassum verruculosum;C.Agardh, 1820;Phyllotricha verruculosa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
240494;144132;145560;Sargassum bacciferum;(Turner) C.Agardh, 1820;Sargassum natans;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
211957;144132;211957;Sargassum lendigerum;(Linnaeus) C.Agardh, 1820;Sargassum lendigerum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
501910;144132;550885;Sargassum montagnei;Bailey, 1851;Sargassum filipendula var. montagnei;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
624320;370250;624320;Stephanocystis neglecta;(Setchell & N.L.Gardner) Draisma, Ballesteros, F.Rousseau & T.Thibaut, 2010;Stephanocystis neglecta;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Stephanocystis;Species;accepted
374459;369453;374459;Caulocystis uvifera;(C.Agardh) J.E. Areschoug, 1854;Caulocystis uvifera;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Caulocystis;Species;accepted
416992;144132;416992;Sargassum buxifolium;(Chauvin) M.J.Wynne, 2011;Sargassum buxifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
499466;144129;145547;Fucus areschougii;Kjellman, 1890;Fucus spiralis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
494915;144132;494915;Sargassum pteropleuron;Grunow, 1868;Sargassum pteropleuron;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
502094;144127;502165;Halidrys osmundacea;(Turner) Harvey, 1840;Stephanocystis osmundacea;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Halidrys;Species;unaccepted
416994;144132;416994;Sargassum rigidulum;Kützing, 1849;Sargassum rigidulum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
239248;144129;145541;Fucus nodosus;Linnaeus, 1753;Ascophyllum nodosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
499375;144130;374120;Pelvetia compressa;(J.Agardh) De Toni, 1895;Silvetia compressa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Pelvetia;Species;unaccepted
624308;603256;624308;Brassicophycus brassicaeformis;(Kützing) Draisma, Ballesteros, F.Rousseau & T.Thibaut, 2010;Brassicophycus brassicaeformis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Brassicophycus;Species;accepted
372015;369508;372015;Coccophora langsdorfii;(Turner) Greville, 1830;Coccophora langsdorfii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Coccophora;Species;accepted
145510;144126;145510;Cystoseira brachycarpa;J.Agardh, 1896;Cystoseira brachycarpa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;accepted
145513;144126;145513;Cystoseira corniculata;(Turner) Zanardini, 1841;Cystoseira corniculata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;accepted
145514;144126;145514;Cystoseira crinita;Duby, 1830;Cystoseira crinita;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;accepted
145525;144126;145525;Cystoseira montagnei;J.Agardh, 1842;Cystoseira montagnei;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;accepted
558870;144126;558870;Cystoseira rayssiae;E.Ramon, 2000;Cystoseira rayssiae;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;accepted
